tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
37654,AppleSupport,False,Wed Nov 01 14:21:34 +0000 2017,@124176 Let's work together to sort this out. Which iOS version is this happening with?,37655,37656
37655,124176,True,Wed Nov 01 14:41:27 +0000 2017,@AppleSupport Thank you! iOS 11.1!,37657,37654
37657,AppleSupport,False,Wed Nov 01 15:27:34 +0000 2017,@124176 Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,,37655
37656,124176,True,Wed Nov 01 14:10:37 +0000 2017,Why can we not type the letter “i” without it turning into a question mark? 🙃 @AppleSupport https://t.co/SKl6L9NhZS,"37654,37658,37659,37660",
38854,AppleSupport,False,Wed Nov 01 14:59:00 +0000 2017,@124479 Let's see what we can do to assist in getting this sorted out. When did you see this start to happen?,"38855,38856",38857
38855,124479,True,Wed Nov 01 15:17:41 +0000 2017,@AppleSupport It’s 11.1,38858,38854
38858,AppleSupport,False,Wed Nov 01 16:26:00 +0000 2017,@124479 Is it still doing the same thing currently? Tell us more via DM: https://t.co/GDrqU22YpT,,38855
38856,124479,True,Wed Nov 01 15:17:06 +0000 2017,@AppleSupport That was when I turned the phone from vertical to horizontal while calculator was on screen. I took screenshot and phone decided to restart,,38854
38857,124479,True,Wed Nov 01 11:09:51 +0000 2017,Wtf? @115858 https://t.co/GiyvXiC3s3,38854,
39676,AppleSupport,False,Wed Nov 01 15:05:32 +0000 2017,@124685 We'd love to help. DM us the country where you are located. We can go from there. https://t.co/GDrqU22YpT,,39677
39677,124685,True,Wed Nov 01 14:15:12 +0000 2017,@AppleSupport hello?,39676,
41611,AppleSupport,False,Wed Nov 01 15:38:32 +0000 2017,@125152 Let's find out. What do you see if you click on the battery? Reply in DM to get started. https://t.co/GDrqU22YpT,,41612
41612,125152,True,Wed Nov 01 13:10:23 +0000 2017,@AppleSupport What's going on here? https://t.co/O07wiOgCg8,41611,
41622,AppleSupport,False,Wed Nov 01 15:38:00 +0000 2017,@125157 We're here for you! Let's work together. Send us a DM and let us know when this started happening. https://t.co/GDrqU22YpT,,37659
37659,125157,True,Wed Nov 01 14:53:07 +0000 2017,@124176 @AppleSupport Following this too bc it’s been happening to me!!,41622,37656
41623,AppleSupport,False,Wed Nov 01 15:38:00 +0000 2017,@125158 We'd be happy to look into your camera issue with you. Please let us know a bit more about what's going on.,41624,41625
41624,125158,True,Wed Nov 01 15:45:55 +0000 2017,@AppleSupport It is just a black screen but when I use the Twitter app it works fine. Reset the phone and latest update didn’t fix it,41626,41623
41626,AppleSupport,False,Wed Nov 01 16:20:26 +0000 2017,"@125158 OK, thank you. Does this happen with the front camera, rear camera or both?","41627,41628",41624
41627,125158,True,Wed Nov 01 16:25:00 +0000 2017,"@AppleSupport Rear camera, (opposite side of the screen) . iPhone 7 Plus",41629,41626
41629,AppleSupport,False,Wed Nov 01 17:11:00 +0000 2017,"@125158 Thanks for that clarification. If you flip to the front-facing camera and back to the rear-facing, does it start working?",41630,41627
41630,125158,True,Wed Nov 01 17:13:05 +0000 2017,"@AppleSupport No, just turns the image from the front facing camera fuzzy",41631,41629
41631,AppleSupport,False,Wed Nov 01 17:54:57 +0000 2017,@125158 Are you running iOS 11.1 yet? Let us know in DM and we'll continue there. https://t.co/GDrqU22YpT,,41630
41628,125158,True,Wed Nov 01 16:38:01 +0000 2017,"@AppleSupport Camera works in pano, slo mo,  and time elapse but not the other modes",,41626
41625,125158,True,Wed Nov 01 15:03:04 +0000 2017,@AppleSupport  can you guys fix the software issue with the camera? I need this for my job. No issues when using it through Twitter app,41623,
41708,AppleSupport,False,Wed Nov 01 15:31:00 +0000 2017,@125181 We'd like to help. Please DM us your current country and more about what's happening. https://t.co/GDrqU22YpT,,41709
41709,125181,True,Wed Nov 01 12:57:43 +0000 2017,My phone is so messed up and I JUST got it yesterday! @115858 thanks for nothing,41708,
42616,AppleSupport,False,Wed Nov 01 15:51:02 +0000 2017,@125418 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,42617,42618
42617,125418,True,Wed Nov 01 15:59:07 +0000 2017,@AppleSupport 11.1,42619,42616
42619,AppleSupport,False,Wed Nov 01 16:29:00 +0000 2017,"@125418 Thanks for confirming. If you haven't tried already, restart the iPhone. https://t.co/n9BF3L9h6y

If this doesn't work, send a DM. https://t.co/GDrqU22YpT",,42617
42618,125418,True,Wed Nov 01 15:09:36 +0000 2017,@AppleSupport my iPhone 8 lock screen music controls always freeze specifically the elapsed time of a song I can still control. Visual bug,42616,
43328,AppleSupport,False,Wed Nov 01 16:10:00 +0000 2017,@125604 We can help with your Podcasts! Are you getting any error messages? What happens when you use the Podcast app?,43329,43330
43329,125604,True,Wed Nov 01 16:17:33 +0000 2017,"@AppleSupport No, no error messages. The app ‘freezes’ all the time since the iOS11 update. I don’t get the logic of the listen now tab at all.",43331,43328
43331,AppleSupport,False,Wed Nov 01 17:09:28 +0000 2017,@125604 Would you mind joining us in DM please? We'd like to start troubleshooting. https://t.co/GDrqU22YpT,,43329
43330,125604,True,Wed Nov 01 15:42:36 +0000 2017,@115858 @AppleSupport Please fix your Podcast app! 🤬 #iOS11,43328,
44613,AppleSupport,False,Wed Nov 01 16:19:56 +0000 2017,@125901 Let's help out with this. Which device and iOS version are you using under Settings &gt; General &gt; About? We'll start there.,,44614
44614,125901,True,Wed Nov 01 15:54:03 +0000 2017,"@115858 good evening, I️ don’t understand why when I️ type sometimes an exclamation mark and a box keeps popping up. Please fix it",44613,
52263,AppleSupport,False,Wed Nov 01 18:28:00 +0000 2017,@127754 We'll be happy to assist as best we can. We did release iOS 11.1. You might try updating using iTunes and see if that helps.,52264,52265
52264,127754,True,Fri Nov 03 11:19:05 +0000 2017,"@AppleSupport I’ve updated to iOS 11.1. Still get “Invalid password “, even after resetting network setting and ‘forget this network’ and trying again to join. Nothing works.",52266,52263
52266,AppleSupport,False,Fri Nov 03 17:01:28 +0000 2017,"@127754 Thanks for keeping us updated. To clarify, is your iPhone unable to connect to multiple networks requiring a password?",52267,52264
52267,127754,True,Fri Nov 03 17:08:56 +0000 2017,@AppleSupport That’s correct. It will join unsecured networks but not two different ones requiring a password.,52268,52266
52268,AppleSupport,False,Fri Nov 03 21:53:00 +0000 2017,@127754 Let's look further into this together. Please join us in DM. https://t.co/GDrqU22YpT,,52267
52265,127754,True,Wed Nov 01 17:55:56 +0000 2017,Help @AppleSupport. My iPhone 6  will connect to unsecured wifi networks but not those requiring a password. “Invalid password” every time. (IOS 11.03).,52263,
52317,AppleSupport,False,Wed Nov 01 18:16:53 +0000 2017,@127768 We'll be happy to assist. When did this start to happen? Are you running iOS 11.1 yet?,52318,52319
52318,127768,True,Wed Nov 01 18:48:50 +0000 2017,@AppleSupport Started last night after the update!,52320,52317
52320,AppleSupport,False,Wed Nov 01 19:06:01 +0000 2017,"@127768 Alright, go ahead and send us a DM. Please include which country you're located in. Thanks! https://t.co/GDrqU22YpT",52321,52318
52321,127768,True,Wed Nov 01 19:24:19 +0000 2017,@AppleSupport Done!,,52320
52319,127768,True,Wed Nov 01 17:53:05 +0000 2017,@AppleSupport every time “eye” type “eye” it’s turns to I️... HELP!,52317,
57495,AppleSupport,False,Wed Nov 01 20:04:30 +0000 2017,@129044 We're happy to help. Do you get the same error when trying to access our App Store using a Wi-Fi network?,57496,57497
57496,129044,True,Wed Nov 01 20:06:01 +0000 2017,@AppleSupport Works fine with WiFi which is why I tagged Verizon too.,57498,57495
57498,AppleSupport,False,Wed Nov 01 20:46:05 +0000 2017,@129044 Understood. Please move to DM with us and we'll check a few things out on our side. https://t.co/GDrqU22YpT,,57496
57497,129044,True,Wed Nov 01 19:29:03 +0000 2017,@115990 @AppleSupport Apple App Store unreachable over Verizon LTE in NE Oklahoma City right now.,57495,
63192,AppleSupport,False,Wed Nov 01 21:49:00 +0000 2017,@130497 We've received your DMs and will continue there.,,63193
63193,130497,True,Wed Nov 01 20:58:45 +0000 2017,@AppleSupport Download apparently complete but now won’t pair with phone. Watch now unusable. Sons watch has done exactly the same on the same update,63192,63194
63194,AppleSupport,False,Tue Oct 31 21:45:00 +0000 2017,"@130497 Let's move to DM for a closer look. Does the update eventually fail with an error message? If so, what is the exact error? https://t.co/GDrqU22YpT",63193,63195
63195,130497,True,Tue Oct 31 21:42:12 +0000 2017,"@AppleSupport Tried 3x over last few days. Decided to try again about 6pm tonight. 
The update has also unpaired phone &amp; watch. Not very helpful update!",63194,63196
63196,AppleSupport,False,Tue Oct 31 21:27:31 +0000 2017,@130497 The update can depend on your Wi-Fi network speed. How long has the update been in progress?,63195,63197
63197,130497,True,Tue Oct 31 21:20:44 +0000 2017,"@AppleSupport Very frustrating Apple watch software update, anyone else having this issue? https://t.co/pMAHLfAGnD",63196,
75201,AppleSupport,False,Thu Nov 30 13:43:24 +0000 2017,"@132838 We want your iPad running smoothly on the new iOS 11 software. What's going on with your iPad so that we can see how we are able to assist you today, and make your iPad better?",,75202
75202,132838,True,Thu Nov 30 05:23:05 +0000 2017,@115858 ios 11 on ipad sucks wtf,75201,
81998,AppleSupport,False,Thu Nov 30 13:26:38 +0000 2017,@134145 We appreciate you reaching out to us and can't wait to get this resolved together. Which iOS version are we working with on your iPhone? You can find that in Settings &gt; General &gt; About. You can find us in DM at the link below. https://t.co/GDrqU2kzhr,,81999
81999,134145,True,Thu Nov 30 04:25:35 +0000 2017,"Easily worst purchase I’ve made is @115858 ‘s iPhone 8+. Either that or just their worst software ever. Spotify randomly stops, apps are slow to open, screen lags when waking. Good job apple. @AppleSupport","81998,82000",
82062,AppleSupport,False,Thu Nov 30 13:14:27 +0000 2017,@134162 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,,82063
82063,134162,True,Thu Nov 30 04:26:44 +0000 2017,"i.t really sucks that every time i go to type the word i.t, i.t autocorrects so there’s a stupid ass period in the middle of i.t. @115858 what is going on",82062,
84284,AppleSupport,False,Thu Nov 30 13:55:00 +0000 2017,"@134548 We'd like to help you with that autocorrect issue, no worries. Let's start by having you tell us which iOS version you are running under Settings &gt; General &gt; About.",84285,84286
84285,134548,True,Thu Nov 30 15:55:41 +0000 2017,@AppleSupport 11.1.1,84287,84284
84287,AppleSupport,False,Thu Nov 30 16:17:00 +0000 2017,"@134548 Thanks. Let's begin by creating a backup and updating to our latest software, iOS 11.1.2. This article can help if you're unfamiliar with the process: https://t.co/8xihd9VRBM Once updated, please DM us if the issue continues. https://t.co/GDrqU22YpT",,84285
84286,134548,True,Thu Nov 30 06:25:36 +0000 2017,"“I.T”

Wtf is this?  @115858",84284,
87031,AppleSupport,False,Thu Nov 30 14:33:26 +0000 2017,@135046 Let's see how we can provide you the best guidance on this. Which iPhone and iOS version are you using? Have you tried restarting your iPhone after deleting the photos? Does the same issue happen after restarting?,,87032
87032,135046,True,Thu Nov 30 09:25:46 +0000 2017,@AppleSupport my iPhone won't let me delete any of my photos. I click delete and then they come back within seconds?!,87031,
87211,AppleSupport,False,Thu Nov 30 14:14:32 +0000 2017,@135090 We'd be happy to see what's going on with your location. Are you seeing the same behavior in the Maps app?,,87212
87212,135090,True,Thu Nov 30 07:34:11 +0000 2017,@AppleSupport facing problem with google maps on my iPhone 6 after updation of iOS 11.1.2 as map not taking my location and showing driving directions please support,87211,
90231,AppleSupport,False,Thu Nov 30 15:11:30 +0000 2017,@135581 We'd be happy to look into this with you. Can you tell us what the message says in the screenshot and which version of iOS 11 you're using?,90232,90233
90232,135581,True,Thu Nov 30 15:40:47 +0000 2017,@AppleSupport I‘m using ios 11.1.2 was the same since the ios11 update. Message says „no connection available at the moment“... repeat? Same error on my ipad with ios 11.1.2,90234,90231
90234,AppleSupport,False,Thu Nov 30 16:25:00 +0000 2017,@135581 Thank you for those details. Does this happen when you use Wi-Fi and cellular data?,90235,90232
90235,135581,True,Thu Nov 30 17:07:27 +0000 2017,@AppleSupport Yes. No difference.,90236,90234
90236,AppleSupport,False,Thu Nov 30 17:29:34 +0000 2017,"@135581 Got it. Let's Reset Network Settings. This may require you to reconnect to previously joined Wi-Fi connections, so be sure to have you passwords handy. Check Step 7 in this article: https://t.co/sXbhzfS2lM

Let us know if that does the trick.",90237,90235
90237,135581,True,Thu Nov 30 19:06:03 +0000 2017,"@AppleSupport Just made rhe reset. No change, still no connection",90238,90236
90238,AppleSupport,False,Thu Nov 30 19:18:00 +0000 2017,"@135581 Thanks for completing that step. We see you're connected to a Hotspot rather than a Wi-Fi network. Please test this on a different Wi-Fi network, and let us know the results here: https://t.co/GDrqU22YpT",90239,90237
90239,135581,True,Thu Nov 30 19:20:11 +0000 2017,@AppleSupport Not working on 4g and not working with another wifi,90240,90238
90240,AppleSupport,False,Thu Nov 30 19:25:29 +0000 2017,@135581 Thanks for checking that. Let's continue in a DM. Please tap here: https://t.co/GDrqU22YpT,,90239
90233,135581,True,Thu Nov 30 12:10:59 +0000 2017,@AppleSupport #podcast issue on #ios11 https://t.co/JGYm7u6vpT,90231,
92740,AppleSupport,False,Thu Nov 30 15:23:00 +0000 2017,"@136086 We'd love to help with this. Are you able to get into the Guest user? Let us know in DM, and we'll team up to see what's going on. https://t.co/GDrqU22YpT",,92741
92741,136086,True,Thu Nov 30 12:41:07 +0000 2017,@AppleSupport - security patch installed automatically on Mac this morning and now NO user password works. Mac is locked. Need help ASAP,92740,
92778,AppleSupport,False,Thu Nov 30 15:16:29 +0000 2017,"@136097 We appreciate the update. Just to be sure that we're on the same page, is your iPhone restarting while you're using any other apps? Please send us a DM with the results. https://t.co/GDrqU22YpT",,92779
92779,136097,True,Thu Nov 30 12:36:58 +0000 2017,@AppleSupport Update: still resets phone even after removing and reinstalling.,92778,92780
92780,AppleSupport,False,Wed Nov 29 01:16:31 +0000 2017,@136097 Thank you. Are all apps up to date? Have you tried removing Pandora and reinstalling it?,92779,92781
92781,136097,True,Wed Nov 29 01:08:35 +0000 2017,"@AppleSupport iPhone 6S, iOS 11.1.2
Only have this issue with pandora",92780,92782
92782,AppleSupport,False,Wed Nov 29 01:07:31 +0000 2017,"@136097 Can we get which iPhone and software version you're using? Also, do any other apps have this issue?",92781,92783
92783,136097,True,Wed Nov 29 00:59:58 +0000 2017,Can’t figure out if it’s @129941 or @AppleSupport... my iPhone resets at least twice a week when I’m listening to pandora at the gym. 😠 y’all fixing to ruin a workout,92782,
94811,AppleSupport,False,Thu Nov 30 16:04:30 +0000 2017,@136598 That's certainly not what we'd expect you to see. We'll be happy to see what's going on. DM full details on what you've been experiencing and we'll continue from there. https://t.co/GDrqU22YpT,,94812
94812,136598,True,Thu Nov 30 15:25:14 +0000 2017,Funny how my phone is ghosting an messaging people on a night yet during the day it’s fine @AppleSupport help,94811,
94912,AppleSupport,False,Thu Nov 30 15:44:33 +0000 2017,"@136634 We're happy to look into this with you. Is the MacBook connected with the cable, or through Bluetooth?",94913,94914
94913,136634,True,Thu Nov 30 16:15:39 +0000 2017,@AppleSupport The MacBook Pro was connected via USB for Xcode over the night when i slept :),94915,94912
94915,AppleSupport,False,Thu Nov 30 16:40:01 +0000 2017,@136634 Let's move to DM for a closer look. What is your current macOS version? https://t.co/GDrqU22YpT,,94913
94914,136634,True,Thu Nov 30 14:30:03 +0000 2017,My MacBook prioritized the tethering internet from my #iphoneX over Wifi and @5148 now slows me down to unusable internet speeds. Any advice to circumvent that @AppleSupport ? @136635,94912,
97014,AppleSupport,False,Thu Nov 30 16:26:00 +0000 2017,@137176 Hi there. We're happy to get you pointed in the right direction. You can check your eligibility for an upgrade here: https://t.co/m2v14tiM2Q That should give you the information you're looking for.,,97015
97015,137176,True,Thu Nov 30 15:59:26 +0000 2017,@AppleSupport how do I see much longer I have to pay on my iPhone. Not sure I want to upgrade yet but curious how much longer the term I’ve been paying is. I am on the apply upgrade program. Thanks!,97014,
97050,AppleSupport,False,Thu Nov 30 16:19:34 +0000 2017,"@137187 Let’s look into this together. Use the link below to DM us the iOS version your iPhone is running, and we’ll meet you there. https://t.co/GDrqU22YpT",,97051
97051,137187,True,Thu Nov 30 15:47:28 +0000 2017,Yo this glitch with the letter I really be pissing me off. Yo @115858 figure it the fuck out,97050,
105341,AppleSupport,False,Thu Nov 30 18:35:14 +0000 2017,"@139263 You’ve come to the right place. We’re happy to help get you iPhone and Apple Watch paired. Send us a DM telling us which Apple Watch model you have, the iPhone we’re working with, and the iOS version number on the iPhone. https://t.co/GDrqU22YpT",,105342
105342,139263,True,Thu Nov 30 18:19:22 +0000 2017,"@AppleSupport pairing an apple watch is the most frustrating thing in the world, i feel like breaking the damn phone and watch. Taken 3 hours already and the stupid piece of crap still not working #hatethisdamnshit",105341,
110955,AppleSupport,False,Thu Nov 23 20:00:48 +0000 2017,@140682 We want to help. How are you trying to update? What errors do you receive?,110956,110957
110956,140682,True,Thu Nov 23 20:07:11 +0000 2017,"@AppleSupport I have downloaded the update by using software update on the iPhone not through iTunes . The error message is ""some error has occurred while installation """,110958,110955
110958,AppleSupport,False,Thu Nov 23 20:29:55 +0000 2017,@140682 We see your DM. We'll continue with you there.,,110956
110957,140682,True,Thu Nov 23 19:28:08 +0000 2017,@AppleSupport Hi! I'm having trouble with installing iOS 11 on my iPhone 6 I have downloaded it but I'm unable to install it.,110955,
115993,AppleSupport,False,Thu Nov 23 21:56:00 +0000 2017,@141831 Happy to help you. Our website here has information on how to block a single phone number: https://t.co/rYxZGDk3Lz We'd also ask that you tap Report Junk under any message you receive like that looks like this. DM us if you have any questions. https://t.co/GDrqU22YpT,,115994
115994,141831,True,Thu Nov 23 21:29:49 +0000 2017,@AppleSupport how can such messages be blocked in Messages? https://t.co/8Gbh3kCnpV,115993,
116019,AppleSupport,False,Thu Nov 23 21:40:55 +0000 2017,@141841 Let's get this figured out. When did you start seeing these dots? Have you tried cleaning the screen with a microfiber cloth? Please DM us. https://t.co/GDrqU22YpT,116020,116021
116020,141841,True,Thu Nov 23 22:39:13 +0000 2017,"@AppleSupport Hi, I just DMed you :)",,116019
116021,141841,True,Thu Nov 23 21:14:49 +0000 2017,Some weird dots on my #iphonex any idea what they are? @AppleSupport https://t.co/fQYYDafNDq,116019,
118022,AppleSupport,False,Thu Nov 23 22:25:29 +0000 2017,"@142166 We’d love to help with Apple Music. To start, what do you experience when you try to add music to your library? Have you had a chance to restart your device and test the issue?",118023,118024
118023,142166,True,Thu Nov 23 22:31:27 +0000 2017,@AppleSupport it ‘adds’ but doesn’t come up in my library when i click on it and yes i’ve restarted my phone twice,118025,118022
118025,AppleSupport,False,Thu Nov 23 22:51:27 +0000 2017,"@142166 We’d love to help further. To start, please send us a DM letting us know if the issue persists if you use a different network. https://t.co/GDrqU22YpT",,118023
118024,142166,True,Thu Nov 23 21:58:47 +0000 2017,@AppleSupport my apple music won’t let me download or add new music to my library what’s up with that,118022,
118110,AppleSupport,False,Thu Nov 23 22:03:00 +0000 2017,@142194 So we can better assist we'd like to ask a few questions. Do all your apps have this issue or are some more affected than others? Which iOS version are you currently running? DM us and we'll go from there. https://t.co/GDrqU22YpT,,118111
118111,142194,True,Thu Nov 23 21:35:37 +0000 2017,@AppleSupport Well my battery doesn’t last. I have a permanent mophie attached. All my apps crash and take over 30seconds to load consistently,118110,118112
118112,AppleSupport,False,Thu Nov 23 01:41:00 +0000 2017,@142194 We want to help so you can enjoy the iPhone you currently have. Can you tell us a bit about what is happening?,118111,118113
118113,142194,True,Thu Nov 23 01:34:04 +0000 2017,@115858 @AppleSupport I have to be honest. I don’t appreciate all the glitches in my phone to bait me into buying another. It’s NOT happening,118112,
125024,AppleSupport,False,Fri Nov 24 02:13:25 +0000 2017,@144024 We're glad you reached out and we definitely want to look into this. Send us a DM to get started: https://t.co/GDrqU22YpT,,125025
125025,144024,True,Fri Nov 24 02:01:04 +0000 2017,"@AppleSupport  You get the worst customer service of the year award.  No calls, no emails, just empty #lies.  But that’s what is #expected from #Apple. https://t.co/vhymmLEpvq",125024,
145187,AppleSupport,False,Fri Nov 24 13:50:25 +0000 2017,@148897 Great catch! This is a phishing attempt. Arm yourself with how to handle these by checking this out: https://t.co/LNMCdqt6fD,,145188
145188,148897,True,Fri Nov 24 05:56:48 +0000 2017,@AppleSupport my wife has received this text message claiming to be from yourselves. I don’t believe it to be genuine but please can you confirm? Many thanks! https://t.co/FeptdRJFGV,145187,
145275,AppleSupport,False,Fri Nov 24 13:30:29 +0000 2017,@148930 We want to help with what you're experiencing. Did you recently update to iOS 11.1.2? Did you download the song to your device? Please DM us and we'll work together there. https://t.co/GDrqU22YpT,,145276
145276,148930,True,Fri Nov 24 04:54:28 +0000 2017,@115858 new ios11 is awful! Watching my battery drain over 42% listening to one song purchased on iTunes. What gives? Please help,145275,
146611,AppleSupport,False,Fri Nov 24 14:22:31 +0000 2017,@149280 Hello. That's an awesome workout that you completed. You should see your achievement badge within 9 days. Please contact us if for some reason you don't. You can read more about it here: https://t.co/xwf6lrIgzJ,,146612
146612,149280,True,Fri Nov 24 08:30:52 +0000 2017,@115858 - bummed. I even did an extra workout to hit the 5k t-day watch challenge after cooking ALL day &amp; didn't get it. Y? https://t.co/nnqRmyKzxN,146611,
148180,AppleSupport,False,Fri Nov 24 14:46:01 +0000 2017,"@149706 We'd love to look into this with you. DM us which version of the operating system your iPhone is running and the country you're in (as support options vary by location), and we'll get started. https://t.co/GDrqU2kzhr",,148181
148181,149706,True,Fri Nov 24 11:35:36 +0000 2017,"@AppleSupport my iPhone 6s seems to be losing battery VERY quickly. (Gone from 30% to 9% in about 20 mins) is it worth taking to a Genius Bar, can they check battery function?",148180,
149948,AppleSupport,False,Fri Nov 24 15:24:25 +0000 2017,@150183 We can check it out. Can you tell us in DM when you notice the freezing? https://t.co/GDrqU22YpT,,149949
149949,150183,True,Fri Nov 24 13:46:49 +0000 2017,@115858 why does my iPhone continually freeze since the new update?,149948,
150037,AppleSupport,False,Fri Nov 24 15:06:29 +0000 2017,"@150210 Please be sure you've got iOS 11.1.2 installed and if so, let's meet up in DM so we can look into the issue further. You can reach us at the link below. https://t.co/GDrqU22YpT",,150038
150038,150210,True,Fri Nov 24 12:33:02 +0000 2017,"@applesupport my ip6 never did the ""I"" autocorrect thing until AFTER your last update. test test test release, not release fix fix fix, which seems to be your M.O. lately. this @125607 ad does make me wonder if i'm somewhere along this timeline https://t.co/K0Cyrduvzv",150037,
151549,AppleSupport,False,Fri Nov 24 15:30:01 +0000 2017,@150614 We'd love to assist you with any issues that you're having with your phone. Please click here to join us in DM and we'll continue there: https://t.co/GDrqU22YpT,,151550
151550,150614,True,Fri Nov 24 13:53:16 +0000 2017,"@150615 @134114 @150616 @AppleSupport This is just so disappointing. I really love my 6s plus, and it's barely over a year old. Paid what for me is a lot of money for it. I've been using apple for years but, as much as I don't want to, this really forces me to consider other brands for my next phone.",151549,151551
151551,150615,True,Fri Nov 24 10:55:59 +0000 2017,@150614 @134114 @150616 @AppleSupport Don’t upgrade.. for goodness sake don’t upgrade. Writing this tweet has cost me 5% battery,151550,151552
151552,150614,True,Fri Nov 24 10:04:40 +0000 2017,"@150616 @AppleSupport Hi, just wondering if you have any battery issues on 6s plus? I have the same device and am wary about upgrading to 11. Thanks",151551,151553
151553,150616,True,Thu Nov 23 16:50:34 +0000 2017,@AppleSupport I am on an iPhone 6S Plus running iOS 11.1.2. This has been happening intermittently since upgrading to iOS 11.0,"151552,151554",151555
151555,AppleSupport,False,Thu Nov 23 16:27:34 +0000 2017,@150616 We'd be happy to look into what's causing your notifications to display incorrectly. Which iPhone and iOS 11 version are you using? You can see where to find that version by going to Settings &gt; General &gt; About &gt; Version.,151553,151556
151556,150616,True,Thu Nov 23 14:45:50 +0000 2017,@AppleSupport why do my notifications keep getting cut off like this in iOS 11? https://t.co/0DosG3Lj1P,151555,
152957,AppleSupport,False,Fri Nov 24 16:03:00 +0000 2017,"@150993 Let's take a look at this together. Is every app slow, or only certain ones? If you restart your iPhone, does that seem to help? Let us know in DM and we'll work together to get this resolved. https://t.co/GDrqU22YpT",,152958
152958,150993,True,Fri Nov 24 15:06:26 +0000 2017,@115858 Why have you ruined efficiency for old iPhone customers w this latest update? I’m a devoted customer and wish I could spend 1k on the new iPhone but can’t. I write this message very slowly with my iPhone 6 updates w your latest software. Why!?!?!?,152957,
154458,AppleSupport,False,Fri Nov 24 16:41:00 +0000 2017,@151398 Thanks for reaching out. That's a question best suited for our Sales team. You can reach out to them here: https://t.co/8yjRd1Xo0i,,154459
154459,151398,True,Fri Nov 24 16:18:04 +0000 2017,@AppleSupport 2/2 But got additional separate charge for $140 gift card. Will that additional charge be reversed eventually?,154458,154460
154460,151398,True,Fri Nov 24 16:17:33 +0000 2017,"@AppleSupport Bought ipad online,Apple canada, got 2 credit card charges, 1 for iPad (with $140 discount) + $140 gift card + tax, thats fine",154459,
159552,AppleSupport,False,Fri Nov 24 18:21:27 +0000 2017,@152730 We're happy to look into this with you. Please send us a DM and let us know which device you're using. https://t.co/GDrqU22YpT,,159553
159553,152730,True,Fri Nov 24 18:05:22 +0000 2017,"I cannot get thru a single project without either Photoshop or iMovie crashing at some point. @115858, can you please get your shit together?",159552,
161251,AppleSupport,False,Fri Nov 24 18:51:02 +0000 2017,@153199 We'd be happy to help. Are you receiving an error message?,161252,161253
161252,153199,True,Fri Nov 24 19:04:31 +0000 2017,"@AppleSupport It will verify for a good few minutes and then come up saying update error, only got the iPad a few hours ago",161254,161251
